,,,,,,,,,,,,,,,,,,,,,,,,,Supplemental (just get from EPA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,geoId/12061,Indian River County,15,163662,31269,54.2,1986,32.3,24.2,34.8,9,19.5,32.3,24.2,15.9,59.7,10875,39249,0.9022715681,3.8,2451.79,0.17398492,26.90656605,30,-1.49,-1.24,-0.1242483944,34.8,82555,19178,63377,138292,18030,,,,,,,,,,,,,,,,,,,,433,1725,4761,5943,5358,3924,2744,2545,5174,3900,5422,8497,15,0,83,30,33,42,166,138,98,27,78,227,384,494,518,809,1832,3026,1541,1707,382,103,110,186,1086,564,313,354,343,281,531,131,419,799,479,727,1051,970,2527,2579,4338,3631,6151,6311,7502,3125,3125,1481,1044,223,871,
,,geoId/12063,Jackson County,33,47694,25477,42.3,641,35,31,39.7,12.8,24.5,35,31,16.1,50.9,5848,4641,0.8402207166,3.8,1522.5,0.13106562,39.19619644,,-1.72,2.28,-0.06725387071,39.7,20047,3188,16859,36238,4810,,,,,,,,,,,,,,,,,,,,410,1946,2469,3358,1261,1108,353,349,281,288,223,260,18,2,78,176,64,23,85,62,100,84,290,195,419,508,359,374,236,341,162,47,8,0,0,0,722,189,91,87,292,283,420,176,625,868,817,507,988,542,1391,547,1231,669,895,719,501,122,122,58,36,8,48,
,,geoId/12065,Jefferson County,58,14555,29563,47.2,175,35.4,27.9,37.1,11.2,22.8,35.4,27.9,15.9,51.7,1745,2320,0.7341516351,3.3,470.875,0.18734491,40.23152336,,-1.72,-0.15,-0.4235365511,37.1,6685,1291,5394,11811,1054,,,,,,,,,,,,,,,,,,,,60,199,398,825,453,660,165,240,283,459,211,168,0,47,0,61,16,0,33,21,56,12,105,91,138,28,28,87,86,137,80,18,0,0,0,0,679,108,87,33,88,40,109,23,84,173,273,253,148,42,392,158,367,248,391,253,377,266,266,41,14,0,8,
,,geoId/12067,Lafayette County,34,8382,26156,40.7,96,37.3,31.9,37.8,12.4,27.1,37.3,31.9,16.3,43.6,1577,437,0.7700539534,3.8,248.638,0.19172105,34.60524164,,-2.76,-0.36,-0.3019006792,37.8,3406,920,2486,6034,890,,,,,,,,,,,,,,,,,,,,53,123,104,603,453,236,3,85,85,123,18,29,0,21,0,15,0,14,0,3,7,18,46,0,86,12,0,28,3,91,2,37,0,0,0,0,689,64,42,20,36,31,53,206,87,83,16,78,120,100,224,310,104,55,160,71,28,6,6,0,0,0,0,
,,geoId/12069,Lake County,23,395804,30076,46.8,4364,35.5,26.2,35.5,10.6,18.8,35.5,26.2,15.7,56,26743,70206,0.8787833471,3.4,7631.472,0.19216587,34.97243491,35,-2.82,-1.94,0.1440077901,35.5,173636,24181,149455,332011,39555,,,,,,,,,,,,,,,,,,,,1479,6629,5732,10751,12774,10538,9750,5857,14355,8147,16966,9627,209,66,123,344,151,381,205,503,474,486,291,1041,459,841,1044,2227,2999,6920,5711,7163,2150,300,228,606,1203,1778,733,1382,1336,1377,1036,802,1961,2200,2133,2200,2128,1755,4973,5248,9560,7188,18479,15710,17193,6594,6594,868,387,198,418,
,,geoId/12071,Lee County,25,787976,31675,48.9,7500,27.9,23.8,32.1,9.6,17.3,27.9,23.8,17.2,63.9,58139,164805,0.8692461595,3.2,16349.004,0.19790253,30.07508547,44,-2.1,-2.28,-0.1271463937,32.1,410239,111896,298343,649669,98327,,,,,,,,,,,,,,,,,,,,2265,8890,9168,16086,21063,18349,15168,9331,22279,16195,42640,35323,11,23,171,378,249,735,412,383,439,604,569,543,947,1302,1612,3439,5938,17313,18459,17032,4631,1440,908,954,1307,2718,1080,1383,1265,1488,917,1070,1813,2345,2541,3176,3481,2630,7831,10902,17178,15167,32515,27056,35593,15855,15855,6016,3100,1277,1641,
,,geoId/12073,Leon County,1,292817,30573,31.6,2011,35,23.9,36.4,10.4,17.6,35,23.9,16.2,61.2,11864,82078,0.9544856159,3.3,6297.956,0.10193682,43.64545745,37,-1.72,0.27,-0.6248795223,36.4,132398,14721,117677,263887,23783,,,,,,,,,,,,,,,,,,,,1129,1576,4572,4692,7992,4579,5389,2412,7865,4674,12017,5070,65,46,192,260,228,369,439,317,511,521,1273,1011,1750,1838,1765,5615,6906,13858,9087,5754,1655,505,20,122,1071,354,429,210,354,419,385,102,405,723,668,1220,1376,1750,4159,4088,5852,4749,7997,7282,10093,4209,4209,749,449,77,189,
,,geoId/12075,Levy County,56,44158,23912,47.5,563,36.9,30.7,34.8,11.4,24.6,36.9,30.7,16.5,50.2,3877,4708,0.8262735974,3.7,1515.24,0.16515921,33.09663889,,-2.76,-0.3,-0.8369085016,34.8,20743,3495,17248,35301,6832,,,,,,,,,,,,,,,,,,,,177,617,2167,3425,1723,1857,415,611,859,480,680,725,0,0,18,54,63,75,26,69,115,358,103,164,127,236,386,342,161,439,46,47,10,0,0,0,751,160,99,155,248,111,480,324,579,729,594,629,709,409,1454,899,1247,557,1091,1199,1264,267,267,239,38,28,69,
,,geoId/12077,Liberty County,53,7900,23379,39.5,73,39.7,31.2,39.4,12,25.2,39.7,31.2,17,49.5,1323,774,0.7614390026,3.4,262.3,0.06117311,38.90044602,18,-1.72,0.81,-0.6151223094,39.4,3100,821,2279,5651,903,,,,,,,,,,,,,,,,,,,,89,453,236,343,138,144,36,85,56,37,88,91,0,0,0,0,9,4,0,11,15,19,29,43,3,12,23,58,32,29,0,42,0,0,0,0,792,67,72,36,48,95,82,51,64,80,110,106,22,48,168,57,189,65,134,91,131,37,37,11,4,10,0,
,,geoId/12079,Madison County,65,18288,22610,43.9,198,39.9,35.3,40.3,14.5,27.3,39.9,35.3,15.2,43.1,2629,1762,0.8892109668,3.4,667.08,0.20266231,37.77409214,,-2.76,-0.32,-0.1104939742,40.3,8345,1904,6441,14074,1956,,,,,,,,,,,,,,,,,,,,385,693,672,1009,408,502,191,94,115,179,311,70,0,0,15,46,26,0,34,18,85,153,72,38,156,118,63,179,155,166,45,0,0,0,41,0,726,129,20,122,135,210,124,162,187,237,428,435,139,112,300,215,292,180,325,282,322,74,74,15,0,47,12,
,,geoId/12081,Manatee County,19,412703,32639,49,4041,31.1,23.8,35,9.6,17.7,31.1,23.8,16,59.9,28955,95733,0.9195955264,3.4,6981.9,0.18261348,29.67512282,40,-1.5,-2.12,-0.2803480989,35,202950,46696,156254,344693,46949,,,,,,,,,,,,,,,,,,,,1214,7156,5750,10888,10164,8345,7800,5043,11638,7542,24428,16589,11,75,76,155,220,79,80,179,352,365,386,437,580,540,912,1482,3385,9257,5826,9802,2614,873,259,332,1274,2520,796,789,945,835,1029,773,1805,1669,1753,1687,2393,2162,5349,3532,6183,5915,12918,15101,20178,11370,11370,3082,1728,562,681,
,,geoId/12083,Marion County,39,385915,27359,48.3,5115,38.2,27.9,37.7,10.1,20.8,38.2,27.9,15.8,50.6,32053,59174,0.9161962737,3.8,10322.655,0.17597907,35.80932089,31,-2.82,-1.33,0.05113065546,37.7,175486,24606,150880,319120,43031,,,,,,,,,,,,,,,,,,,,1170,4257,9766,15531,19079,15654,9431,6122,9515,8232,9630,6508,52,63,62,206,188,551,166,402,499,563,668,1212,1570,1462,1463,3358,4340,8575,4568,2367,312,213,0,186,993,1356,1508,1273,1593,1323,1640,767,2988,3280,3691,3726,4357,3146,11437,9949,13176,7351,15123,10335,8473,3331,3331,996,524,74,459,
,,geoId/12085,Martin County,11,159942,34308,52.9,2002,28.7,21.7,34.5,8.5,17.1,28.7,21.7,17.6,63.8,9692,42027,0.8713974089,3,2697.75,0.22688008,27.11652407,33,-2.44,-1.76,-0.1077612671,34.5,81069,14961,66108,139869,15531,,,,,,,,,,,,,,,,,,,,612,2328,1987,4754,2915,4170,2503,2151,4108,4774,12071,9983,12,15,41,87,42,60,191,60,7,160,192,96,166,235,411,981,1423,2725,2376,2265,653,274,131,416,1214,458,279,267,315,368,268,185,795,659,523,677,949,754,2105,1932,2813,2503,5386,4333,9145,6186,6186,2025,1155,398,1026,
,,geoId/12086,Miami-Dade County,42,2662777,27523,40.4,20703,30.1,33.2,37.5,13,14.9,30.1,33.2,13.9,56.8,335701,608670,0.9230637717,1.6,80462,0.16400528,31.58252544,2,-2.39,-0.49,-0.08015216353,37.5,1064991,128640,936351,2251402,416532,,,,,,,,,,,,,,,,,,,,6933,7584,22391,22335,32162,29053,26663,20265,52902,33112,155149,77469,548,495,2601,9161,5247,2974,3204,2092,2418,2805,3082,3088,3331,4820,4917,13193,18382,67237,78743,118963,55431,19133,8723,7252,1470,4119,672,879,1079,1289,1209,827,1642,1394,2259,2521,3343,3631,12152,12258,23344,19795,50858,62451,113616,65307,65307,18872,12482,5770,9696,
,,geoId/12087,Monroe County,24,82170,37373,48,760,30.4,22.9,34.4,9.2,16.3,30.4,22.9,19.5,64.3,5113,23001,0.8552913595,2,1270.976,0.18087526,18.32854693,28,-2.14,-1.08,-0.2800093739,34.4,53699,20056,33643,66518,13611,,,,,,,,,,,,,,,,,,,,120,410,166,352,613,1450,594,896,1774,2139,6296,5793,0,18,13,53,196,123,74,59,39,61,58,39,165,125,64,209,464,937,1775,2964,2424,1035,800,594,1782,147,61,53,32,49,40,7,37,91,43,53,34,99,208,54,301,232,451,893,2404,2555,2555,3658,1863,839,982,
,,geoId/12089,Nassau County,16,94189,35565,46.1,937,30.5,21.5,31.7,8.7,17.8,30.5,21.5,17.7,60.2,5563,20796,0.8167096347,3,1913.376,0.26347823,30.94852557,30,-2.76,0.06,0.276732349,31.7,40787,6096,34691,79041,8530,,,,,,,,,,,,,,,,,,,,490,532,2279,2242,3493,2084,2607,1119,3179,1158,5962,3278,0,0,13,17,92,16,54,27,83,132,16,245,226,101,226,641,847,671,724,1281,213,43,13,69,1052,109,155,201,63,76,79,127,106,341,270,396,531,380,1275,904,2382,1524,4338,3387,4993,2212,2212,951,497,162,125,
,,geoId/12091,Okaloosa County,13,213255,33626,36.9,1860,31.6,22.8,35.4,9.1,17.9,31.6,22.8,16.8,60.6,10222,47693,0.8318869212,2.8,4143.672,0.245479,34.42124983,61,-1.72,1.5,-0.1480030259,35.4,100401,18616,81785,171350,23268,,,,,,,,,,,,,,,,,,,,1340,1379,4915,4566,9301,4666,5949,2340,5678,3203,6866,3474,36,16,34,154,149,289,84,93,138,354,303,243,221,857,557,2242,1481,6660,4310,5965,1707,600,79,48,1227,676,111,242,252,374,186,128,356,299,344,455,869,779,2337,3121,4596,3556,8431,7442,8426,4656,4656,1121,556,306,425,
,,geoId/12093,Okeechobee County,48,40266,25625,40.6,497,33.9,32.8,35.1,11.4,23.7,33.9,32.8,15.4,50.1,5457,4684,0.8415302467,3.4,1516.352,0.16768215,32.0710132,,-1.57,-1.42,-0.6948880739,35.1,18465,3671,14794,30590,6096,,,,,,,,,,,,,,,,,,,,203,877,874,2000,1676,1669,633,508,893,485,636,319,0,0,64,31,55,73,20,14,94,128,51,239,165,252,216,451,373,625,266,342,0,0,68,0,880,384,251,146,123,171,203,81,361,291,437,759,841,375,943,687,1377,517,719,818,823,231,231,0,39,7,6,
,,geoId/12095,Orange County,6,1422746,30640,35.7,8217,30.4,25.7,35.3,10.9,15.9,30.4,25.7,14.1,55.3,100495,340640,0.9193032201,3,33592.248,0.15312981,36.87711375,37,-2.82,-1.46,0.3308743108,35.3,554517,79225,475292,1213167,185909,,,,,,,,,,,,,,,,,,,,4581,7986,15588,14513,28287,12822,23174,9757,38252,13748,74801,25252,32,116,397,789,835,592,573,779,785,757,1012,1443,1585,2088,2902,8479,12928,42873,43537,55362,17117,4610,1034,1009,1375,2963,1164,1200,1613,1186,1477,916,1664,1891,1821,2420,2718,2531,10641,9051,16584,14482,39804,37667,57429,24075,24075,5645,3592,1335,2921,
,,geoId/12097,Osceola County,46,403282,25997,36.3,2412,35.4,32.6,35.4,12.4,17,35.4,32.6,15,51.1,33743,61263,0.887064163,3.6,8874.126,0.14787988,35.66427343,35,-1.5,-1.11,0.1212935269,35.4,150567,40411,110156,328767,50127,,,,,,,,,,,,,,,,,,,,1783,3304,4229,3641,10589,4787,8360,2595,10322,3616,13811,5671,0,0,0,165,27,183,122,117,56,219,194,390,331,406,411,1471,2805,7632,8808,10572,1736,263,81,91,1350,1168,403,560,371,641,352,96,482,669,568,602,362,620,2451,2681,5997,5996,15923,13133,12533,3145,3145,510,395,72,281,
,,geoId/12099,Palm Beach County,14,1497987,33720,45,14999,27.5,24.2,35.3,10,16.3,27.5,24.2,15.5,63.1,118849,412857,0.9312099581,3.2,29079.2,0.18180892,28.02116051,31,-2.34,-0.36,-0.01709203821,35.3,702877,121758,581119,1266628,202404,,,,,,,,,,,,,,,,,,,,3076,8211,12937,24507,24511,30333,18827,13753,40238,26220,116355,84485,78,154,428,845,695,545,676,644,1002,786,1193,1645,1624,1741,1958,4875,6412,25584,30922,52299,20981,8203,3597,3901,1534,3919,1723,1351,1289,1636,1850,1224,3351,4183,4940,4463,5306,5157,15034,13035,20684,17201,39387,43314,76199,49044,49044,15804,9003,4553,9899,
,,geoId/12101,Pasco County,21,584067,30610,44.1,6194,31.6,25.9,34.8,9.9,21.5,31.6,25.9,17,54.9,38259,104300,0.8907471014,3.5,12029.388,0.19429952,32.56792369,47,-2.82,-2.58,-0.2783636632,34.8,253685,36367,217318,483463,62328,,,,,,,,,,,,,,,,,,,,2351,8708,13741,22704,18538,14790,10859,6976,15884,8176,27527,9881,49,53,120,236,226,235,476,400,512,477,700,877,1203,1462,2481,3729,4999,13630,9034,8865,3506,760,295,78,1164,2440,1826,2108,2085,1960,1564,1398,3324,4287,5055,4831,5209,3884,10202,9955,12548,10253,22208,17421,21518,7879,7879,1297,594,124,226,
,,geoId/12103,Pinellas County,9,956615,33094,48.5,12079,27.5,23.1,33.7,9.1,18.7,27.5,23.1,17.4,55.9,58225,252931,0.9307644036,3,17330.356,0.13380938,31.78647834,43,-1.5,-3.09,-0.3561584253,33.7,514666,98936,415730,841600,104013,,,,,,,,,,,,,,,,,,,,4890,15475,21121,33159,27705,24843,17428,12906,29052,17219,50396,31203,39,140,185,1085,730,880,560,759,852,992,1619,1735,1814,2336,2407,8330,9900,29993,24155,24333,7411,2649,1479,1231,1237,5369,2655,2837,2138,2213,2035,2073,3910,3891,4234,5808,6215,4268,14219,13280,22775,17572,35457,31938,43007,22139,22139,7492,4803,1539,1957,
,,geoId/12105,Polk County,37,753520,28251,40.1,6966,36.3,28.2,34.7,11.3,19.6,36.3,28.2,15.3,52.4,67511,103948,0.8947586016,3.9,19416.675,0.17486874,36.27457761,46,-1.5,-1.46,-0.2451192184,34.7,311599,58421,253178,612775,92169,,,,,,,,,,,,,,,,,,,,3800,13243,17060,24514,24284,18798,13807,6237,18788,8416,17147,8944,9,54,144,384,377,714,532,991,775,1101,1680,2291,2193,2552,2527,7223,7779,15778,10987,12288,2677,658,118,128,1090,3749,1702,3320,2385,2589,2584,1655,4539,4602,4558,4653,5392,3904,12754,10557,16913,14507,28432,18544,14438,6878,6878,1364,621,208,389,
,,geoId/12107,Putnam County,59,74167,22911,45.1,1025,36.6,33,39.7,12.1,27.1,36.6,33,16.2,44.3,9495,6673,0.8273992267,4.3,3119.271,0.14922534,33.81828904,19,-2.76,-0.62,0.5138419989,39.7,36133,6959,29174,59859,12308,,,,,,,,,,,,,,,,,,,,260,735,1854,4829,3698,3188,1458,1108,913,1033,866,1018,39,0,21,217,182,305,141,301,173,716,246,417,410,420,532,1009,927,940,122,113,9,0,0,0,753,192,495,312,521,755,517,431,1013,1060,1202,1408,924,839,1808,1833,2082,981,1396,1046,1216,481,481,67,155,0,13,
,,geoId/12109,St. Johns County,4,292466,40386,43.8,2018,24.6,18.2,31,8,14.8,24.6,18.2,18.2,64.4,10023,86951,0.9147684974,2.8,3553.8,0.26692328,29.99995668,38,-2.76,-0.52,0.8719888332,31,115442,19802,95640,243093,20957,,,,,,,,,,,,,,,,,,,,767,1106,3506,3319,6046,3294,4381,2078,9876,4622,27469,11497,16,3,20,4,20,17,65,43,100,142,69,107,221,404,317,1083,986,2469,2713,4409,2053,721,577,216,1462,494,123,103,46,241,184,125,595,254,311,317,710,591,1666,1452,3614,2483,7669,9571,17545,12944,12944,3509,1934,602,1015,
,,geoId/12111,St. Lucie County,47,343579,30156,45.3,3266,35.2,29.1,37,10.4,19.2,35.2,29.1,15.8,55.5,27918,57367,0.8653717223,3.7,6640.345,0.19710274,27.66219983,27,-1.5,-1.45,-0.3148703039,37,146077,23891,122186,280730,41364,,,,,,,,,,,,,,,,,,,,1441,3355,2834,6844,8280,7281,7069,4405,12677,5608,19356,13531,10,11,3,290,87,221,127,120,100,253,212,425,214,1070,669,1299,2623,5931,4443,8523,1554,82,89,117,1282,1246,918,583,724,544,361,392,772,747,534,1503,1916,1220,4580,4107,8680,6596,17623,15522,14304,5255,5255,731,235,122,239,
,,geoId/12113,Santa Rosa County,22,193998,35024,40.1,1527,30.6,26,34.8,9.1,20.3,30.6,26,16.8,58.4,9992,37741,0.837892826,3.1,3066.644,0.27463728,35.11265945,31,-1.72,1.15,-0.2660669384,34.8,74878,7344,67534,154241,20026,,,,,,,,,,,,,,,,,,,,1652,1519,5353,5014,9735,4658,5616,2107,6782,2178,5555,2597,0,0,80,122,44,116,54,48,43,174,159,147,332,278,521,778,1540,2675,1921,3943,552,204,137,91,1238,381,61,134,365,227,316,191,689,566,812,1088,992,993,2913,2962,3796,4458,8554,8018,7665,3081,3081,841,215,103,91,
,,geoId/12115,Sarasota County,8,447057,35593,56.5,5644,26.6,20.5,35.2,7.9,15.9,26.6,20.5,18.1,66.4,21710,128266,0.8917462689,3.2,6253,0.20064955,29.42457898,45,-1.5,-2.57,-0.3733605321,35.2,249418,55495,193923,380058,45499,,,,,,,,,,,,,,,,,,,,680,4702,3718,6458,14723,14485,9482,9704,15640,14469,25380,27713,37,89,56,168,152,71,182,199,123,278,241,605,472,738,872,1586,2219,7858,8777,10973,3911,1180,1067,1590,1415,863,570,641,857,864,540,624,992,895,476,1310,1423,1397,4549,5854,9934,8669,20117,18048,26717,13697,13697,5754,3061,1644,2362,
,,geoId/12117,Seminole County,2,470093,35948,39.5,3602,30.1,23,34.3,9.3,14.3,30.1,23,17.2,62,19249,138702,0.9001949969,3,7872.735,0.16699517,35.68759414,31,-2.82,-2.64,0.5189750042,34.3,192725,11834,180891,419981,44383,,,,,,,,,,,,,,,,,,,,3523,1773,6751,7578,13806,7160,12650,5485,17845,6562,26809,9450,9,47,43,137,73,103,41,286,65,307,142,136,459,545,664,1813,3060,13047,15328,17527,3843,1255,638,434,1397,728,316,392,452,366,443,193,515,984,799,1005,1267,1102,4092,4009,7353,7187,16558,19830,26880,12493,12493,2420,827,245,295,
,,geoId/12119,Sumter County,31,135638,31800,68.1,1927,33.9,21.3,33.7,9,17.5,33.9,21.3,18,61,8925,37682,0.8395757744,4.4,2410.68,0.28887383,36.34391923,,-2.82,-2.08,-0.005312524164,33.7,73998,12557,61441,111617,6734,,,,,,,,,,,,,,,,,,,,364,1799,2746,4565,2462,3474,2360,3076,4371,6454,9773,12057,28,0,68,74,100,24,25,283,60,203,276,252,133,99,160,869,509,1522,395,750,264,22,340,536,1055,387,463,341,338,393,334,384,501,703,550,325,728,357,1646,1033,1763,2213,9078,8664,11515,5028,5028,1195,213,0,68,
,,geoId/12121,Suwannee County,36,44485,24363,43,611,35.6,29.2,37.7,10.6,24.3,35.6,29.2,16.4,47,5264,4918,0.8571618121,3.7,1061.4,0.16193635,35.77819107,,-2.76,-0.41,0.2515607018,37.7,18891,3793,15098,36674,5479,,,,,,,,,,,,,,,,,,,,361,656,1320,2613,1709,1901,707,524,377,343,315,282,0,0,74,30,272,110,10,0,153,160,69,309,76,213,364,569,186,238,4,163,23,0,0,20,756,62,124,453,127,376,389,127,475,642,572,598,492,348,1063,961,1039,519,1123,711,659,132,132,41,0,0,4,
,,geoId/12123,Taylor County,51,21815,25076,43.5,238,37.3,32.3,41,11.5,26,37.3,32.3,15.5,45.7,2846,1908,0.8373683284,4.1,756.026,0.20273384,34.72583525,,-2.76,-0.51,-0.2866023278,41,11078,3808,7270,16776,1514,,,,,,,,,,,,,,,,,,,,524,828,602,1748,324,485,174,189,260,120,244,111,0,10,41,25,1,4,78,35,25,0,75,169,27,20,100,153,179,216,0,25,0,0,0,0,791,112,261,92,242,108,103,227,439,497,299,420,301,126,357,415,326,226,335,386,131,64,64,28,19,0,15,
,,geoId/12125,Union County,32,16335,26245,39.2,240,35.9,31.7,40.1,12.2,26.4,35.9,31.7,17.5,44.3,2670,1292,0.8076369798,3.2,400.112,0.03788037,35.23037839,,-2.76,0.01,0.6381436954,40.1,4678,614,4064,9327,1033,,,,,,,,,,,,,,,,,,,,141,93,399,792,614,255,137,46,112,95,53,54,6,19,30,8,32,33,58,2,51,25,10,50,108,71,85,100,55,209,84,3,0,0,0,0,760,2,0,65,24,59,29,23,45,324,48,166,217,148,279,141,267,134,264,301,234,8,8,0,0,0,0,
,,geoId/12127,Volusia County,30,564412,30388,46.4,7448,35.1,25.9,35.8,10.2,20,35.1,25.9,17.7,53,36146,103599,0.870496759,3.4,11856.936,0.1698757,31.48469761,33,-2.79,-2,0.5871333055,35.8,270402,41833,228569,479825,63245,,,,,,,,,,,,,,,,,,,,2441,10277,10748,13623,23603,16875,11141,7349,17100,9224,25132,15950,43,35,288,228,569,312,437,676,377,394,1189,1377,856,1207,1375,5016,6469,16952,11356,8590,2565,892,342,270,1148,2592,1177,1194,1292,936,1007,1030,2091,1886,2339,2558,3040,2935,9047,11094,16777,13693,27383,21946,21502,8305,8305,2023,770,434,504,
,,geoId/12129,Wakulla County,27,34690,36765,42.6,284,33,26,36.7,9.4,21.1,33,26,17.4,56.9,2849,4816,0.8190863546,2.9,392.592,0.13224707,38.4787079,1,-1.72,-0.01,-0.6446156834,36.7,13537,2271,11266,27920,2021,,,,,,,,,,,,,,,,,,,,212,236,1161,1206,1481,1097,986,508,1253,672,378,226,0,0,0,0,0,45,0,38,11,2,17,29,96,75,38,151,425,320,290,85,47,0,0,0,978,149,29,59,67,62,164,71,128,87,170,299,289,324,811,877,963,539,1394,1347,1042,272,272,100,3,0,0,
,,geoId/12131,Walton County,20,80069,32436,44.3,668,29.5,24.6,36.5,9.4,19.1,29.5,24.6,17.5,59.2,4753,17597,0.8256750657,3,1944.723,0.2125934,35.02734345,,-1.72,1.86,-0.4086869076,36.5,54894,24712,30182,62150,9492,,,,,,,,,,,,,,,,,,,,835,696,3610,3815,2204,1580,1923,546,1771,721,3470,1948,0,0,0,51,104,50,113,149,36,121,59,415,144,158,331,571,524,763,825,914,479,654,30,8,1139,422,202,118,85,140,251,208,316,423,867,614,619,442,956,1155,936,755,2274,1582,3736,1875,1875,1133,632,177,313,
,,geoId/12133,Washington County,60,25436,23993,41.4,326,36.8,31.1,39.8,12.4,,,,,,,,,,,,,,,,,,,,,18772,,,,,,,,,,,,,,,,,,,,,229,810,1267,2194,876,647,207,140,272,162,151,135,0,0,0,0,2,135,35,46,0,50,152,141,74,152,25,167,138,275,8,15,0,0,0,0,724,78,114,175,125,187,145,72,146,316,256,317,485,242,891,524,580,481,509,498,439,291,291,11,5,0,18,